Title,Type,Files,Size,IMDB,Spoken Languages,Texted Languages,Tags,Quality (+),Quality (-),Uploaded,By,User Type,Seeders,Leechers,Info Hash,Picture,Capture Date
Apple Xcode 4.6 Dev Preview 4 and Release Notes,305,1,74.75 KiB (76543 Bytes),,,,"""Apple"",""Mac"",""iPad"",""iPhone"",""iPod"",""iOS"",""iOS 6"",""ISPW""",,,2013-01-28T09:26:16Z,1LT,,0,1,BA8ECF03152BF8144DC1F3C96C62E647830B7E5E,,2013-06-04T13:30:44Z
