Filename,Size,Unit
09 Desire as.mp3,4.88,M
14 Faron (Truckin mix).mp3,4.38,M
08 Horsin around.mp3,4.24,M
05 Goodbye Lucille #1.mp3,4.11,M
11 When the angels.mp3,4.08,M
06 Hallelujah.mp3,3.97,M
07 Moving the river.mp3,3.63,M
03 Appetite.mp3,3.61,M
01 Faron.mp3,3.52,M
04 When love breaks down.mp3,3.45,M
02 Bonny.mp3,3.43,M
12 The yearning loins.mp3,3.37,M
13 He ll have to go.mp3,2.81,M
10 Blueberry pies.mp3,2.2,M
encarte.jpg,218.62,K
contracapa.jpg,200.79,K
capa 2.jpg,136.99,K
capa.jpg,64.46,K
