Filename,Size,Unit
Chilly 1978 ''For Your Love'' Polydor 2011/01 - For Your Love And For Your Love Suite.mp3,27.15,M
Chilly 1978 ''For Your Love'' Polydor 2011/02 - Better Stop.mp3,8.42,M
Chilly 1978 ''For Your Love'' Polydor 2011/03 - Dance With Me.mp3,10.6,M
Chilly 1978 ''For Your Love'' Polydor 2011/04 - C'mon Baby.mp3,7.23,M
Chilly 1978 ''For Your Love'' Polydor 2011/05 - Key Of Love.mp3,7.12,M
Chilly 1978 ''For Your Love'' Polydor 2011/06 - Sensation.mp3,6.32,M
Chilly 1978 ''For Your Love'' Polydor 2011/07 - Love Love Love.mp3,6.57,M
Chilly 1978 ''For Your Love'' Polydor 2011/08 - Goo Goo Eyes.mp3,10.56,M
Chilly 1978 ''For Your Love'' Polydor 2011/09 - Rosi Rise.mp3,6.6,M
Chilly 1978 ''For Your Love'' Polydor 2011/Chilly 1978 ''For Your Love'' Polydor front.jpg,5.68,M
Chilly 1979 ''Come To L.A.'' Polydor 2011/01 - Sunshine Of Your Love.mp3,14.99,M
Chilly 1979 ''Come To L.A.'' Polydor 2011/02 - HeartattackIn My Cadillac.mp3,9.7,M
Chilly 1979 ''Come To L.A.'' Polydor 2011/03 - Sacrifice.mp3,8.99,M
Chilly 1979 ''Come To L.A.'' Polydor 2011/04 - Come To L.A..mp3,8.03,M
Chilly 1979 ''Come To L.A.'' Polydor 2011/05 - Get Up And Movie.mp3,9.31,M
Chilly 1979 ''Come To L.A.'' Polydor 2011/06 - Layla.mp3,6.05,M
Chilly 1979 ''Come To L.A.'' Polydor 2011/07 - Springtime.mp3,8.39,M
Chilly 1979 ''Come To L.A.'' Polydor 2011/08 - Friday On My Mind.mp3,7.42,M
Chilly 1979 ''Come To L.A.'' Polydor 2011/09 - Have Some Fun Tonight.mp3,10.69,M
Chilly 1979 ''Come To L.A.'' Polydor 2011/10 - Love On The Rebound.mp3,9.31,M
Chilly 1979 ''Come To L.A.'' Polydor 2011/Chilly 1979 ''Come To L.A.'' Polydor front.jpg,3.5,M
Chilly 1980 ''Showbiz'' Polydor 2011/01 - There's No Business Like Showbusiness And Showbiz.mp3,4.9,M
Chilly 1980 ''Showbiz'' Polydor 2011/02 - Rock'n Roll Sally.mp3,5.41,M
Chilly 1980 ''Showbiz'' Polydor 2011/03 - Taxman.mp3,7.53,M
Chilly 1980 ''Showbiz'' Polydor 2011/04 - Come Let's Go.mp3,7.77,M
Chilly 1980 ''Showbiz'' Polydor 2011/05 - The Race.mp3,10.01,M
Chilly 1980 ''Showbiz'' Polydor 2011/06 - Thank You.mp3,6.52,M
Chilly 1980 ''Showbiz'' Polydor 2011/07 - Days.mp3,8.3,M
Chilly 1980 ''Showbiz'' Polydor 2011/08 - Two Wrongs Don't Make A Right.mp3,9.08,M
Chilly 1980 ''Showbiz'' Polydor 2011/09 - We Are The Popkings.mp3,9.46,M
Chilly 1980 ''Showbiz'' Polydor 2011/10 - I Hear You Knocking.mp3,7.55,M
Chilly 1980 ''Showbiz'' Polydor 2011/11 - Gotta Move On.mp3,5.83,M
Chilly 1980 ''Showbiz'' Polydor 2011/12 - When The Lights Go Down.mp3,1.38,M
Chilly 1980 ''Showbiz'' Polydor 2011/Chilly 1980 ''Showbiz'' Polydor front.jpg,6.33,M
Chilly 1982 ''Secret Lies'' Polydor 2011/01 - Dimension 5.mp3,7.41,M
Chilly 1982 ''Secret Lies'' Polydor 2011/02 - Secret Lies.mp3,7.19,M
Chilly 1982 ''Secret Lies'' Polydor 2011/03 - Ten Million Dollar Baby.mp3,6,M
Chilly 1982 ''Secret Lies'' Polydor 2011/04 - Brain Storming.mp3,8.45,M
Chilly 1982 ''Secret Lies'' Polydor 2011/05 - Doll Queen.mp3,5.74,M
Chilly 1982 ''Secret Lies'' Polydor 2011/06 - Stars.mp3,9.98,M
Chilly 1982 ''Secret Lies'' Polydor 2011/07 - Simply A Love Song.mp3,7.11,M
Chilly 1982 ''Secret Lies'' Polydor 2011/08 - Play Me A Classic Symphony.mp3,6.79,M
Chilly 1982 ''Secret Lies'' Polydor 2011/09 - The Sun Ain't Gonna Shine Anymore.mp3,9.5,M
Chilly 1982 ''Secret Lies'' Polydor 2011/10 - Runaround.mp3,5.39,M
Chilly 1982 ''Secret Lies'' Polydor 2011/11 - Energy.mp3,4.63,M
Chilly 1982 ''Secret Lies'' Polydor 2011/12 - Hide.mp3,9.87,M
Chilly 1982 ''Secret Lies'' Polydor 2011/Chilly 1982 ''Secret Lies'' Polydor front.jpg,4.92,M
