Filename,Size,Unit
season 1  J/Condor Hero Episode 10.mkv,60.42,M
season 2  C/Condor Hero Episode 28.mkv,60.4,M
season 1  J/Condor Hero Episode 08.mkv,60.4,M
season 2  C/Condor Hero Episode 36.mkv,60.39,M
season 2  C/Condor Hero Episode 37.mkv,60.38,M
season 1  J/Condor Hero Episode 14.mkv,60.38,M
season 1  J/Condor Hero Episode 06.mkv,60.37,M
season 1  J/Condor Hero Episode 17.mkv,60.36,M
season 1  J/Condor Hero Episode 04.mkv,60.36,M
season 2  C/Condor Hero Episode 32.mkv,60.35,M
season 2  C/Condor Hero Episode 35.mkv,60.34,M
season 1  J/Condor Hero Episode 15.mkv,60.32,M
season 1  J/Condor Hero Episode 02.mkv,60.31,M
season 2  C/Condor Hero Episode 27.mkv,60.31,M
season 2  C/Condor Hero Episode 30.mkv,60.29,M
season 2  C/Condor Hero Episode 34.mkv,60.28,M
season 2  C/Condor Hero Episode 29.mkv,60.27,M
Season 3  C/Condor Hero Episode 53.mkv,60.27,M
season 1  J/Condor Hero Episode 07.mkv,60.26,M
season 2  C/Condor Hero Episode 31.mkv,60.26,M
season 1  J/Condor Hero Episode 05.mkv,60.25,M
season 1  J/Condor Hero Episode 03.mkv,60.24,M
season 1  J/Condor Hero Episode 01.mkv,59.71,M
season 1  J/Condor Hero Episode 16.mkv,58.73,M
season 1  J/Condor Hero Episode 23.mkv,58.38,M
season 1  J/Condor Hero Episode 22.mkv,58.32,M
season 1  J/Condor Hero Episode 19.mkv,58.08,M
season 1  J/Condor Hero Episode 18.mkv,57.94,M
season 1  J/Condor Hero Episode 21.mkv,57.76,M
season 2  C/Condor Hero Episode 46.mkv,57.66,M
season 1  J/Condor Hero Episode 11.mkv,57.52,M
Season 3  C/Condor Hero Episode 58.mkv,57.5,M
Season 3  C/Condor Hero Episode 55.mkv,57.3,M
season 2  C/Condor Hero Episode 41.mkv,57.28,M
Season 3  C/Condor Hero Episode 57.mkv,57.28,M
Season 3  C/Condor Hero Episode 56.mkv,57.24,M
Season 3  C/Condor Hero Episode 54.mkv,57.23,M
season 2  C/Condor Hero Episode 33.mkv,57.14,M
season 1  J/Condor Hero Episode 12.mkv,57.06,M
season 2  C/Condor Hero Episode 52.mkv,57.05,M
season 2  C/Condor Hero Episode 40.mkv,56.95,M
season 2  C/Condor Hero Episode 50.mkv,56.94,M
season 2  C/Condor Hero Episode 51.mkv,56.91,M
season 2  C/Condor Hero Episode 45.mkv,56.85,M
season 2  C/Condor Hero Episode 42.mkv,56.76,M
season 2  C/Condor Hero Episode 44.mkv,56.75,M
season 2  C/Condor Hero Episode 43.mkv,56.74,M
season 2  C/Condor Hero Episode 38.mkv,56.61,M
season 1  J/Condor Hero Episode 13.mkv,56.46,M
Season 3  C/Condor Hero Episode 59.mkv,56.43,M
season 2  C/Condor Hero Episode 39.mkv,56.42,M
season 2  C/Condor Hero Episode 47.mkv,56.42,M
season 2  C/Condor Hero Episode 48.mkv,56.36,M
season 2  C/Condor Hero Episode 49.mkv,56.23,M
season 1  J/Condor Hero Episode 20.mkv,53.3,M
season 1  J/Condor Hero Episode 26.mkv,48.01,M
season 1  J/Condor Hero Episode 25.mkv,47.8,M
season 1  J/Condor Hero Episode 24.mkv,47.4,M
season 1  J/Condor Hero Episode 09.mkv,28.76,M
note.txt,702,B
